id;external_id;inventory_number;serial_number;title;device_type_title;manufacturer;responsible_manufacturer;facility_name;location;department;construction_year;commissioning_at;service_partner;comments_field;operation_status;last_maintenance;next_maintenance;medical_device;ce_marking;ce_notified_body;according_to_annex;risk_level;purchase_price;depreciation_in_years;retirement_date
67dd75506a246df2210b6d67;;1355;DE12352414;M 8048 A;Pat.-Überw., Modulbox;Hewlett Packard GmbH;Philips Medizinsysteme Böblingen GmbH;Klinikum Crailsheim;Intensivstation;Intensivstation;2016;2016-06-17;Philips Medizin Systeme Böblingen GmbH;;active;;;Yes;Yes;0366;;I;;;
67dd75506a246df2210b6d6a;;1358;DE12352418;M 8048 A;Pat.-Überw., Modulbox;Hewlett Packard GmbH;Philips Medizinsysteme Böblingen GmbH;Klinikum Crailsheim;Intensivstation;Intensivstation;2016;2016-06-17;Philips Medizin Systeme Böblingen GmbH;;active;;;Yes;Yes;0366;;I;;;
67dd75506a246df2210b6d6d;;1361;DE12352411;M 8048 A;Pat.-Überw., Modulbox;Hewlett Packard GmbH;Philips Medizinsysteme Böblingen GmbH;Klinikum Crailsheim;Intensivstation;Intensivstation;2016;2016-06-17;Philips Medizin Systeme Böblingen GmbH;;active;;;Yes;Yes;0366;;I;;;
67dd75516a246df2210b6d71;;1364;DE12352419;M 8048 A;Pat.-Überw., Modulbox;Hewlett Packard GmbH;Philips Medizinsysteme Böblingen GmbH;Klinikum Crailsheim;Intensivstation;Intensivstation;2016;2016-06-17;Philips Medizin Systeme Böblingen GmbH;;active;;;Yes;Yes;0366;;I;;;
67dd75516a246df2210b6d73;;1367;DE12352102;M 8048 A;Pat.-Überw., Modulbox;Hewlett Packard GmbH;Philips Medizinsysteme Böblingen GmbH;Klinikum Crailsheim;Funktionsdiagnostik;EKG;2016;2016-06-17;Philips Medizin Systeme Böblingen GmbH;;active;;;Yes;Yes;0366;;I;;;
67dd754a6a246df2210b6b93;;0733;03K3TD;M-Turbo Ultrasound System;Ultraschalldiagnosegerät (low);SonoSite GmbH;SonoSite GmbH;Klinikum Crailsheim;Anästhesie;Anästhesie;2010;2010-10-26;SonoSite GmbH;;retired;;;Yes;Yes;0086;;I;;;2022-10-05
67dd75516a246df2210b6d77;;1371;2UA6131G5Q;M3151;Patientenüberwachungsanlage;Philips Medizin Systeme Böblingen GmbH;Philips Medizin Systeme Böblingen GmbH;Klinikum Crailsheim;Intensivstation;Intensivstation;2016;2016-06-08;Philips Medizin Systeme Böblingen GmbH;;retired;;;Yes;Yes;;;I;;;2025-02-14
67dd75516a246df2210b6d79;;1374;2UA6021803;M3151;Patientenüberwachungsanlage;Philips Medizin Systeme Böblingen GmbH;Philips Medizin Systeme Böblingen GmbH;Klinikum Crailsheim;Intensivstation;Intensivstation;2016;2016-06-08;Müller - Die lila Logistik Deutschland GmbH, Dekontamination, Philips;;retired;;;Yes;Yes;;;I;;;2025-02-14
67dd75516a246df2210b6d7d;;1377;2UA612157Q;M3151;Patientenüberwachungsanlage;Philips Medizin Systeme Böblingen GmbH;Philips Medizin Systeme Böblingen GmbH;Klinikum Crailsheim;Endoskopie;Endoskopie;2016;2016-06-08;Müller - Die lila Logistik Deutschland GmbH, Dekontamination, Philips;;retired;;;Yes;Yes;;;I;;;2025-02-14
67dd75526a246df2210b6dc9;;1458;2UAB6114B1k;M3151;Patientenüberwachungsanlage;Philips Medizin Systeme Böblingen GmbH;Philips Medizin Systeme Böblingen GmbH;Klinikum Crailsheim;Ambulanz;Ambulanz;2016;2016-06-08;Müller - Die lila Logistik Deutschland GmbH, Dekontamination, Philips;;retired;;;Yes;Yes;;;I;;;2025-02-14
67dd75526a246df2210b6dd9;;1475;2UA612157P;M3151;Patientenüberwachungsanlage;Philips Medizin Systeme Böblingen GmbH;Philips Medizin Systeme Böblingen GmbH;Klinikum Crailsheim;Anästhesie;Anästhesie;2016;2016-06-09;Müller - Die lila Logistik Deutschland GmbH, Dekontamination, Philips;;retired;;;Yes;Yes;;;I;;;2025-02-14
67dd755a6a246df2210b703a;;2109;6257-68PX-X;M3290B;Überwachungszentrale;Philips Medizin Systeme Böblingen GmbH;Philips Medizin Systeme Böblingen GmbH;Klinikum Crailsheim;MVZ Dr. Ziegler;MVZ;2019;2019-12-30;Philips Medizin Systeme Böblingen GmbH;;active;;;Yes;Yes;;;I;;;
67dd756b6a246df2210b74b3;;0645;104950PD1;M4S;Ultraschallsonde;GE Healthcare Ultraschall Deutschland GmbH;GE Healthcare Ultraschall Deutschland GmbH;Klinikum Crailsheim;Funktionsdiagnostik;EKG;2010;;GE Ultraschall Deutschland GmbH;;retired;;;Yes;Yes;0843;;I;;;2018-06-13
67dd7ac26a246df2210b9397;;1924;169899PD2;M4S;Ultraschallsonde;GE Healthcare Ultraschall Deutschland GmbH;GE Healthcare Ultraschall Deutschland GmbH;Klinikum Crailsheim;Station N3A;Innere Medizin;2017;2018-06-13;;;retired;;;Yes;Yes;0843;;I;;;2022-02-03
67dd756b6a246df2210b74d9;;1045;BD-130192;M5S-D;Ultraschallsonde;GE Healthcare Ultraschall Deutschland GmbH;GE Healthcare Ultraschall Deutschland GmbH;Klinikum Crailsheim;Endoskopie;Endoskopie;2013;2013-10-10;GE Healthcare GmbH;;retired;;;Yes;Yes;0120;;I;;;2022-10-20
67dd755d6a246df2210b7122;;2349;372335YP0;M5Sc-D;Ultraschallsonde;Parallel Design SAS;GE Healthcare GmbH;Klinikum Crailsheim;MVZ Kardiologie;MVZ Kardiologie;2020;2021-02-23;GE Ultraschall Deutschland GmbH;;active;;;Yes;Yes;0459;;I;;;
67dd755f6a246df2210b7184;;2447;405542YP2;M5Sc-D;Ultraschallsonde;Parallel Design SAS;GE Healthcare GmbH;Klinikum Crailsheim;Station N3B;Innere Medizin;2021;2022-01-31;GE Ultraschall Deutschland GmbH;;active;;;Yes;Yes;0459;;I;;;
67dd75606a246df2210b7205;;2594;H44901AE;M5Sc-D;Ultraschallsonde;Parallel Design SAS;GE Healthcare GmbH;Klinikum Crailsheim;Intensivstation;Intensivstation;2023;2023-10-18;GE Ultraschall Deutschland GmbH;;active;;;Yes;Yes;0459;;I;;;
67dd7ac26a246df2210b93a0;;2040;318217YP7;M5Sc-D;Ultraschallsonde;Parallel Design SAS;GE Healthcare GmbH;Klinikum Crailsheim;Funktionsdiagnostik;EKG;2019;2019-06-03;;;retired;;;Yes;Yes;0459;;I;;;2019-08-22
67dd7ac36a246df2210b93bd;;2548;447845YP9;M5Sc-D;Ultraschallsonde;Parallel Design SAS;GE Healthcare GmbH;Klinikum Crailsheim;MVZ Gerabronn;MVZ Gerabronn;2023;2023-03-31;;;active;;;Yes;Yes;0459;;I;;;
67dd7ac36a246df2210b93c6;;2697;511696YP7;M5Sc-D;Ultraschallsonde;Parallel Design SAS;GE Healthcare GmbH;Klinikum Crailsheim;Funktionsdiagnostik;EKG;2024;2024-12-19;;;active;;;Yes;Yes;0459;;I;;;
67dd754f6a246df2210b6d13;;1255;DE21957579;M 8023 A;Netzteil/Ladegerät;Philips Medizin Systeme Böblingen GmbH;Philips Medizin Systeme Böblingen GmbH;Klinikum Crailsheim;Intensivstation;Intensivstation;2015;2015-09-11;Philips Medizin Systeme GmbH, Hauptsitz;;active;;;Yes;Yes;;;I;;;
67dd75616a246df2210b7208;;2589;SUE23250591WA;MAC 5 A4;EKG-Schreiber;GE Medical Systems Information Technologies GmbH, Klinische Systeme;GE Medical Systems Information Technologies GmbH, Klinische Systeme;Klinikum Crailsheim;MVZ Allgemein;MVZ;2023;2023-09-28;GE Medical Systems, Information Technologies GmbH;;active;;;Yes;Yes;;;I;;;
67dd754a6a246df2210b6b7b;;0676;SCD10208630PA;MAC 5500;EKG (Gerät/System);GE Healthcare Technologies GmbH;GE Healthcare Technologies GmbH;Klinikum Crailsheim;MVZ Allgemein;MVZ;2010;2016-11-03;GE Healthcare Deutschland, Datex-Ohmeda GmbH;;retired;;;Yes;Yes;0459;;I;;;2023-07-03
67dd754a6a246df2210b6b7c;;0678;SCD10208628PA;MAC 5500;EKG (Gerät/System);GE Healthcare Technologies GmbH;GE Healthcare Technologies GmbH;Klinikum Crailsheim;Intensivstation;Intensivstation;2010;2010-07-07;GE Healthcare Deutschland, Datex-Ohmeda GmbH;;retired;;;Yes;Yes;0459;;I;;;2016-08-23
67dd754a6a246df2210b6b7d;;0680;SCD10248777PA;MAC 5500;EKG (Gerät/System);GE Healthcare Technologies GmbH;GE Healthcare Technologies GmbH;Klinikum Crailsheim;MVZ Allgemein;MVZ;2010;2010-07-07;GE Medical Systems Information Technologies, Datex-Ohmeda GmbH;;active;;;Yes;Yes;0459;;I;;;
67dd75636a246df2210b72ab;;410327;410327;MBU-470;Chirurgisches Bohrgerät (Akku/elektrisch);De Soutter Medical;De Soutter Medical;Klinikum Crailsheim;Zentral- OP;Zentral- OP;2024;2024-11-13;De Soutter Medical Germany, Niederlassung Deutschland;;active;;;Yes;Yes;;;I;;;
67dd75456a246df2210b6a18;;0005;5205011;MCM 404;Infusionspumpe;MC Medizintechnik GmbH;MC Medizintechnik GmbH;Klinikum Crailsheim;Kreißsaal;Kreißsaal;2000;;Fresenius Kabi MedTech Services GmbH;;retired;;;Yes;Yes;0120;1;II;;;2016-09-06
67dd75456a246df2210b6a1f;;0012;523 5 011;MCM 404;Infusionspumpe;MC Medizintechnik GmbH;MC Medizintechnik GmbH;Klinikum Crailsheim;Kreißsaal;Kreißsaal;2000;;Fresenius Kabi MedTech Services GmbH;;retired;;;Yes;Yes;0120;1;II;;;2016-10-25
67dd75456a246df2210b6a27;;0019;521 5 011;MCM 404;Infusionspumpe;MC Medizintechnik GmbH;MC Medizintechnik GmbH;Klinikum Crailsheim;Kreißsaal;Kreißsaal;2000;;Fresenius Kabi MedTech Services GmbH;;retired;;;Yes;Yes;0120;1;II;;;2019-04-10
67dd75456a246df2210b6a2e;;0027;1387215;MCM 404;Infusionspumpe;MC Medizintechnik GmbH;MC Medizintechnik GmbH;Klinikum Crailsheim;Station C2;Gynäkologie;2003;;;;retired;;;Yes;Yes;0120;1;II;;;2021-06-15
67dd75466a246df2210b6a44;;0082;5285011;MCM 404;Infusionspumpe;MC Medizintechnik GmbH;MC Medizintechnik GmbH;Klinikum Crailsheim;Station N3A;Innere Medizin;2000;;Fresenius Kabi MedTech Services GmbH;;retired;;;Yes;Yes;0120;1;II;;;2016-08-09
67dd75466a246df2210b6a48;;0083;5315011;MCM 404;Infusionspumpe;MC Medizintechnik GmbH;MC Medizintechnik GmbH;Klinikum Crailsheim;Station N3A;Innere Medizin;2000;;Fresenius Kabi MedTech Services GmbH;;retired;;;Yes;Yes;0120;1;II;;;2016-08-09
67dd75466a246df2210b6a49;;0084;5275011;MCM 404;Infusionspumpe;MC Medizintechnik GmbH;MC Medizintechnik GmbH;Klinikum Crailsheim;Station N3B;Innere Medizin;2000;;;;retired;;;Yes;Yes;0120;1;II;;;2017-06-21
67dd75466a246df2210b6a4d;;0097;525 5 011;MCM 404;Infusionspumpe;MC Medizintechnik GmbH;MC Medizintechnik GmbH;Klinikum Crailsheim;Station N3A;Innere Medizin;2000;;Fresenius Kabi MedTech Services GmbH;;retired;;;Yes;Yes;0120;1;II;;;2017-06-21
67dd75466a246df2210b6a4e;;0098;530 5 011;MCM 404;Infusionspumpe;MC Medizintechnik GmbH;MC Medizintechnik GmbH;Klinikum Crailsheim;Station N2A;Chirurgie;2000;;Fresenius Kabi MedTech Services GmbH;;retired;;;Yes;Yes;0120;1;II;;;2019-02-28
67dd75466a246df2210b6a4f;;0099;526 5 011;MCM 404;Infusionspumpe;MC Medizintechnik GmbH;MC Medizintechnik GmbH;Klinikum Crailsheim;Station N2A;Chirurgie;2000;;Fresenius Kabi MedTech Services GmbH;;retired;;;Yes;Yes;0120;1;II;;;2019-02-28
67dd75466a246df2210b6a53;;0100;5295011;MCM 404;Infusionspumpe;MC Medizintechnik GmbH;MC Medizintechnik GmbH;Klinikum Crailsheim;Station N3A;Innere Medizin;2000;;Fresenius Kabi MedTech Services GmbH;;retired;;;Yes;Yes;0120;1;II;;;2019-02-28
67dd75476a246df2210b6aaa;;0253;5225011;MCM 404;Infusionspumpe;MC Medizintechnik GmbH;MC Medizintechnik GmbH;Klinikum Crailsheim;Station C2;Gynäkologie;2000;;Fresenius Kabi MedTech Services GmbH;;retired;;;Yes;Yes;0120;1;II;;;2021-11-16
67dd75486a246df2210b6afa;;0442;5245011;MCM 404;Infusionspumpe;MC Medizintechnik GmbH;MC Medizintechnik GmbH;Klinikum Crailsheim;Station C2;Gynäkologie;2000;;Fresenius Kabi MedTech Services GmbH;;retired;;;Yes;Yes;0120;1;II;;;2021-06-15
67dd754a6a246df2210b6b80;;0693;5325011;MCM 404;Infusionspumpe;MC Medizintechnik GmbH;MC Medizintechnik GmbH;Klinikum Crailsheim;Station C2;Gynäkologie;2000;2010-08-03;Fresenius Kabi MedTech Services GmbH;;retired;;;Yes;Yes;0120;1;II;;;2021-11-17
67dd754c6a246df2210b6c01;;0920;3105738;MCM 404;Infusionspumpe;MC Medizintechnik GmbH;MC Medizintechnik GmbH;Klinikum Crailsheim;Station A1;Geriatrie;2000;2012-07-16;;;retired;;;Yes;Yes;0120;1;II;;;2020-05-14
67dd754c6a246df2210b6c02;;0921;1457215;MCM 404;Infusionspumpe;MC Medizintechnik GmbH;MC Medizintechnik GmbH;Klinikum Crailsheim;Station A1;Geriatrie;2003;2012-07-16;Fresenius Kabi MedTech Services GmbH;;retired;;;Yes;Yes;0120;1;II;;;2020-05-14
67dd754c6a246df2210b6c03;;0922;1397215;MCM 404;Infusionspumpe;MC Medizintechnik GmbH;MC Medizintechnik GmbH;Klinikum Crailsheim;Station A1;Geriatrie;2001;2012-07-16;Fresenius Kabi MedTech Services GmbH;;retired;;;Yes;Yes;0120;1;II;;;2020-05-14
67dd75466a246df2210b6a7a;;0158;19470233;MCM 440 PT;Infusionspumpe;Fresenius Kabi AG;Fresenius Kabi AG;Klinikum Crailsheim;Ambu. OP- Zentrum;Ambu. OP- Zentrum;2006;2006-01-02;;;retired;;;Yes;Yes;0459;1;II;;;2016-12-21
67dd75466a246df2210b6a7d;;0159;19470236;MCM 440 PT;Infusionspumpe;Fresenius Kabi AG;Fresenius Kabi AG;Klinikum Crailsheim;Endoskopie;Endoskopie;1994;;Fresenius Kabi MedTech Services GmbH;;retired;;;Yes;Yes;0459;1;II;;;2018-04-24
67dd75466a246df2210b6a7e;;0161;19470234;MCM 440 PT;Infusionspumpe;Fresenius Kabi AG;Fresenius Kabi AG;Klinikum Crailsheim;Ambu. OP- Zentrum;Ambu. OP- Zentrum;1994;;Fresenius Kabi MedTech Services GmbH;;retired;;;Yes;Yes;0459;1;II;;;2016-06-01
67dd75466a246df2210b6a81;;0165;19470235;MCM 440 PT;Infusionspumpe;Fresenius Kabi AG;Fresenius Kabi AG;Klinikum Crailsheim;Endoskopie;Endoskopie;1994;;Fresenius Kabi MedTech Services GmbH;;retired;;;Yes;Yes;0459;1;II;;;2017-03-15
67dd75466a246df2210b6a82;;0166;19265177;MCM 440 PT;Infusionspumpe;Fresenius Kabi AG;Fresenius Kabi AG;Klinikum Crailsheim;Endoskopie;Endoskopie;1994;;Fresenius Kabi MedTech Services GmbH;;retired;;;Yes;Yes;0459;1;II;;;2018-11-08
67dd75466a246df2210b6a83;;0167;19470237;MCM 440 PT;Infusionspumpe;Fresenius Kabi AG;Fresenius Kabi AG;Klinikum Crailsheim;Endoskopie;Endoskopie;2006;;Fresenius Kabi MedTech Services GmbH;;retired;;;Yes;Yes;0459;1;II;;;2019-12-05
67dd75566a246df2210b6f17;;1807;29663249;ME5512i/C;Monitor, medizinischer Einsatz;X-RAY Röntgenprodukte GmbH;X-RAY Röntgenprodukte GmbH;Klinikum Crailsheim;Radiologie;Frau Dr. David;2014;2017-04-11;;;retired;;;Yes;Yes;;;I;;;2018-02-26
67dd75566a246df2210b6f1a;;1808;29803278;ME5512i/C;Monitor, medizinischer Einsatz;X-RAY Röntgenprodukte GmbH;X-RAY Röntgenprodukte GmbH;Klinikum Crailsheim;Radiologie;Frau Dr. David;2014;2017-04-11;;;retired;;;Yes;Yes;;;I;;;2018-02-26
67dd75486a246df2210b6b00;;0443;12.0564;ML 300;Operationsleuchte;KLS Martin GmbH & Co. KG;Gebrüder Martin GmbH & Co.KG;Klinikum Crailsheim;Gyn. Ambulanz;Gynäkologie;1993;2017-10-02;Gebrüder Martin GmbH & Co. KG;;active;;;Yes;Yes;;;I;;;
67dd754c6a246df2210b6c29;;0981;12.0563;ML 300;Operationsleuchte;KLS Martin GmbH & Co. KG;Gebrüder Martin GmbH & Co.KG;Klinikum Crailsheim;Gyn. Ambulanz;Gynäkologie;1993;2012-12-01;Gebrüder Martin GmbH & Co. KG;;retired;;;Yes;Yes;;;I;;;2017-03-06
67dd754d6a246df2210b6c2f;;0984;D40098W065;ML 300;Operationsleuchte;KLS Martin GmbH & Co. KG;Gebrüder Martin GmbH & Co.KG;Klinikum Crailsheim;Ambulanz;Ambulanz;1998;2013-03-11;;;retired;;;Yes;Yes;;;I;;;2016-07-04
67dd754d6a246df2210b6c52;;1034;120567;ML 300;Operationsleuchte;KLS Martin GmbH & Co. KG;Gebrüder Martin GmbH & Co.KG;Klinikum Crailsheim;Ambulanz;Ambulanz;2013;2013-10-10;;;retired;;;Yes;Yes;;;I;;;2016-07-04
67dd75476a246df2210b6ab1;;0262;ML301080009W2445;ML 301;Operationsleuchte;KLS Martin GmbH & Co. KG;Gebrüder Martin GmbH & Co.KG;Klinikum Crailsheim;Gyn. Ambulanz;Ambulanz;2009;2023-05-02;Gebrüder Martin GmbH & Co. KG;;retired;;;Yes;Yes;;;I;;;2024-10-02
67dd75476a246df2210b6ab2;;0269;ML301080009W2444;ML 301;Operationsleuchte;KLS Martin GmbH & Co. KG;Gebrüder Martin GmbH & Co.KG;Klinikum Crailsheim;Gyn. Ambulanz;Gynäkologie;2009;2017-01-24;Gebrüder Martin GmbH & Co. KG;;retired;;;Yes;Yes;;;I;;;2023-05-02
67dd754b6a246df2210b6bc5;;0820;301080011C2917;ML 301;Operationsleuchte;KLS Martin GmbH & Co. KG;Gebrüder Martin GmbH & Co.KG;Klinikum Crailsheim;Kreißsaal;Kreißsaal;2011;2011-10-06;Gebrüder Martin GmbH & Co. KG;;active;;;Yes;Yes;;;I;;;
67dd754b6a246df2210b6bc7;;0819;301080011C2916;ML 301;Operationsleuchte;KLS Martin GmbH & Co. KG;Gebrüder Martin GmbH & Co.KG;Klinikum Crailsheim;Kreißsaal;Kreißsaal;2011;2011-10-06;Gebrüder Martin GmbH & Co. KG;;active;;;Yes;Yes;;;I;;;
67dd754d6a246df2210b6c4d;;1031;ml3010080010S2591;ML 301;Operationsleuchte;KLS Martin GmbH & Co. KG;Gebrüder Martin GmbH & Co.KG;Klinikum Crailsheim;MVZ Chirurgie;MVZ;2012;2017-04-19;Gebrüder Martin GmbH & Co. KG;;active;;;Yes;Yes;;;I;;;
67dd75496a246df2210b6b5b;;0627;12.1453;ML 500;Operationsleuchte;KLS Martin GmbH & Co. KG;Gebrüder Martin GmbH & Co.KG;Klinikum Crailsheim;Gyn. Ambulanz;Gynäkologie;1993;1993-01-02;Gebrüder Martin GmbH & Co. KG;;retired;;;Yes;Yes;;;I;;;2017-06-14
67dd75496a246df2210b6b2c;;0553;030003D2913;ML 702 HX;Operationsleuchte;KLS Martin GmbH & Co. KG;Gebrüder Martin GmbH & Co.KG;Klinikum Crailsheim;Zentral- OP;Zentral- OP;2003;2003-12-06;Gebrüder Martin GmbH & Co. KG;;retired;;;Yes;Yes;;;I;;;2016-06-24
67dd75496a246df2210b6b2d;;0554;030003D2914;ML 702 HX;Operationsleuchte;KLS Martin GmbH & Co. KG;Gebrüder Martin GmbH & Co.KG;Klinikum Crailsheim;Zentral- OP;Zentral- OP;2003;2003-12-06;Gebrüder Martin GmbH & Co. KG;;retired;;;Yes;Yes;;;I;;;2016-06-24
67dd75496a246df2210b6b39;;0579;030003D2919;ML 702 HX;Operationsleuchte;KLS Martin GmbH & Co. KG;Gebrüder Martin GmbH & Co.KG;Klinikum Crailsheim;Zentral- OP;Zentral- OP;2003;2003-12-06;Gebrüder Martin GmbH & Co. KG;;retired;;;Yes;Yes;;;I;;;2016-06-24
67dd75496a246df2210b6b3b;;0580;030003D2918;ML 702 HX;Operationsleuchte;KLS Martin GmbH & Co. KG;Gebrüder Martin GmbH & Co.KG;Klinikum Crailsheim;Zentral- OP;Zentral- OP;2003;2003-12-06;Gebrüder Martin GmbH & Co. KG;;retired;;;Yes;Yes;;;I;;;2016-06-24
67dd75496a246df2210b6b3f;;0589;030003D2924;ML 702 HX;Operationsleuchte;KLS Martin GmbH & Co. KG;Gebrüder Martin GmbH & Co.KG;Klinikum Crailsheim;Zentral- OP;Zentral- OP;2003;2003-12-06;Gebrüder Martin GmbH & Co. KG;;retired;;;Yes;Yes;;;I;;;2017-04-05
67dd75496a246df2210b6b40;;0590;030003D2923;ML 702 HX;Operationsleuchte;KLS Martin GmbH & Co. KG;Gebrüder Martin GmbH & Co.KG;Klinikum Crailsheim;Zentral- OP;Zentral- OP;2003;2003-12-06;Gebrüder Martin GmbH & Co. KG;;retired;;;Yes;Yes;;;I;;;2017-04-05
67dd7ac36a246df2210b93b0;;2213;246800WP7;ML6-15;Ultraschallsonde;GE Healthcare Ultraschall Deutschland GmbH;GE Healthcare Ultraschall Deutschland GmbH;Klinikum Crailsheim;MVZ Neurologie;Neurologie;2020;2020-09-14;;;active;;;Yes;Yes;0459;;I;;;
67dd75566a246df2210b6f16;;1803;3128;MOBILETT Plus;Röntgengerät, Mobil;Siemens Healthcare GmbH;Siemens Healthcare GmbH;Klinikum Crailsheim;Radiologie;Radiologie;2014;2016-09-09;Cornell Med, Dipl. Ing. Herr Solomon;;active;;;Yes;Yes;;;I;;;
67dd754d6a246df2210b6c68;;1074;LET2-008006;MOTOmed letto 2;Therapiegerät, Bewegung;RECK-Technik GmbH & Co. KG;RECK-Technik GmbH & Co. KG;Klinikum Crailsheim;Physikalische Thera.;Geriatrie;2013;2014-02-10;Reck-Technik GmbH & Co. KG;;active;;;Yes;Yes;0124;;I;;;
67dd754c6a246df2210b6bf7;;0901;W32VM2-52;MOTOmed viva2 SKII;Therapiegerät, Bewegung;RECK-Technik GmbH & Co. KG;RECK-Technik GmbH & Co. KG;Klinikum Crailsheim;Station A1;Geriatrie;2010;2012-07-09;Reck-Technik GmbH & Co. KG;;active;;;Yes;Yes;0124;;I;;;
67dd754c6a246df2210b6bf8;;0902;W32VM2-50;MOTOmed viva2 SKII;Therapiegerät, Bewegung;RECK-Technik GmbH & Co. KG;RECK-Technik GmbH & Co. KG;Klinikum Crailsheim;Physikalische Thera.;Physikalische Thera.;2010;2012-07-09;Reck-Technik GmbH & Co. KG;;active;;;Yes;Yes;0124;;I;;;
67dd754c6a246df2210b6bf9;;0903;W33VM2-1064;MOTOmed viva2 SKII;Therapiegerät, Bewegung;RECK-Technik GmbH & Co. KG;RECK-Technik GmbH & Co. KG;Klinikum Crailsheim;Physikalische Thera.;Physikalische Thera.;2010;2012-07-09;Reck-Technik GmbH & Co. KG;;active;;;Yes;Yes;0124;;I;;;
67dd75496a246df2210b6b1e;;0527;02ZQGT;MPT 7-4;Ultraschallsonde, TEE;ATL-Advanced Technology Laboratories GmbH;Philips Medical Systems Ultrasound;Klinikum Crailsheim;Funktionsdiagnostik;EKG;1999;;;;retired;;;Yes;Yes;0086;;I;;;2019-08-27
67dd75486a246df2210b6af2;;0422;821011129005429;MR 850 AGU;Atemgasbefeuchter;Fisher & Paykel Healthcare Corporation Limited;Fisher & Paykel Healthcare GmbH & Co. KG;Klinikum Crailsheim;Intensivstation;Intensivstation;2002;2002-01-30;Fisher & Paykel Healthcare GmbH;;active;;;Yes;Yes;0123;;I;;;
67dd755d6a246df2210b7125;;2353;201115511860;MR 850 AGU;Atemgasbefeuchter;Fisher & Paykel Healthcare Corporation Limited;Fisher & Paykel Healthcare GmbH & Co. KG;Klinikum Crailsheim;Intensivstation;Intensivstation;2021;2021-04-14;Fisher & Paykel Healthcare Germany;;active;;;Yes;Yes;0123;;I;;;
67dd755d6a246df2210b7126;;2354;201115511863;MR 850 AGU;Atemgasbefeuchter;Fisher & Paykel Healthcare Corporation Limited;Fisher & Paykel Healthcare GmbH & Co. KG;Klinikum Crailsheim;Intensivstation;Intensivstation;2021;2021-04-14;Fisher & Paykel Healthcare Germany;;active;;;Yes;Yes;0123;;I;;;
67dd755d6a246df2210b7127;;2355;201115511882;MR 850 AGU;Atemgasbefeuchter;Fisher & Paykel Healthcare Corporation Limited;Fisher & Paykel Healthcare GmbH & Co. KG;Klinikum Crailsheim;Intensivstation;Intensivstation;2021;2021-04-14;Fisher & Paykel Healthcare Germany;;active;;;Yes;Yes;0123;;I;;;
67dd755d6a246df2210b7128;;2356;201115511858;MR 850 AGU;Atemgasbefeuchter;Fisher & Paykel Healthcare Corporation Limited;Fisher & Paykel Healthcare GmbH & Co. KG;Klinikum Crailsheim;Intensivstation;Intensivstation;2021;2021-04-14;Fisher & Paykel Healthcare Germany;;active;;;Yes;Yes;0123;;I;;;
67dd755d6a246df2210b7129;;2357;201115511869;MR 850 AGU;Atemgasbefeuchter;Fisher & Paykel Healthcare Corporation Limited;Fisher & Paykel Healthcare GmbH & Co. KG;Klinikum Crailsheim;Intensivstation;Intensivstation;2021;2021-04-14;Fisher & Paykel Healthcare Germany;;active;;;Yes;Yes;0123;;I;;;
67dd75546a246df2210b6eb1;;1696;00026778;MTC 10;Wärmegerät, Kochsalz;Schmitz u. Söhne GmbH & Co. KG;Schmitz u. Söhne GmbH & Co. KG;Klinikum Crailsheim;Zentral- OP;Zentral- OP;2016;2016-08-05;Schmitz u. Söhne GmbH & Co. KG, Service Team;;active;;;Yes;Yes;;;I;;;
67dd75546a246df2210b6eb2;;1697;00026779;MTC 10;Wärmegerät, Kochsalz;Schmitz u. Söhne GmbH & Co. KG;Schmitz u. Söhne GmbH & Co. KG;Klinikum Crailsheim;Zentral- OP;Zentral- OP;2016;2016-08-05;Schmitz u. Söhne GmbH & Co. KG, Service Team;;active;;;Yes;Yes;;;I;;;
67dd75476a246df2210b6ac2;;0294;7712460;MU-1;Spülpumpe, Reinigung;Olympus Optical Co. GmbH;Olympus Optical Co. GmbH;Klinikum Crailsheim;Endoskopie;Endoskopie;2008;2008-01-10;Olympus Deutschland GmbH, Medical Repair Service;;active;;;Yes;Yes;;;I;;;
67dd75576a246df2210b6f7c;;1910;7853636;MU-1;Spülpumpe, Reinigung;Olympus Optical Co. GmbH;Olympus Optical Co. GmbH;Klinikum Crailsheim;Endoskopie;Endoskopie;2018;2018-04-25;Olympus Deutschland GmbH, Medical Repair Service;;active;;;Yes;Yes;;;I;;;
67dd754c6a246df2210b6bf4;;0897;50.75.0910.184;Magma 750;Wärmestrahler;Schupp GmbH & Co.;Schupp GmbH & Co.;Klinikum Crailsheim;Physikalische Thera.;Physikalische Thera.;2010;2012-07-09;Schupp GmbH & Co. KG;;active;;;Yes;Yes;0197;;I;;;
67dd75566a246df2210b6f18;;1805;42555;Magnetom Aera;Kernspintomograph;Siemens Healthcare GmbH;Siemens Healthcare GmbH;Klinikum Crailsheim;Radiologie;Radiologie;2016;2016-05-01;Siemens Healthineers AG;;active;;;Yes;Yes;;1;II;;;
67dd75476a246df2210b6ab8;;0276;18577090;Master PCA;Infusionsspritzenpumpe, PCA;Becton Dickinson GmbH;MC Medizintechnik GmbH;Klinikum Crailsheim;Intensivstation;Intensivstation;2003;;Fresenius Kabi MedTech Services GmbH;;retired;;;Yes;Yes;0459;1;II;;;2015-11-26
