id;title;external_id;device_type_id;device_type_title;emtec_code;training_mandatory;software_version;manufacturer_id;manufacturer;end_of_service;end_of_life;ce_marking;ce_notified_body;responsible_5_mpg;according_to_annex;risk_class;active_device;udi_di
689b458c15be9882d092b25c;Bravo CF reflux recorder;;5f7b00afedba93118be9d395;Messgerät, Gastroenterologie;;Ja;;68768ee7120a22619988743f;Given Imaging;;;Ja;0123;Medtronic GmbH;;I;Ja;07290101369691
5f7b0708edba93118bea2653;Burdick - 92512;;5f7b0071edba93118be9d2f7;Langzeit, EKG-Aufnahme;;Ja;;5d3ae8e8a159c577fd9b78ca;Spacelabs Healthcare GmbH;;;Ja;0123;Spacelabs Healthcare GmbH;;I;Ja;
5f7b0670edba93118bea1d16;C 051 Thorax;;5f7affabedba93118be9d108;Absauggerät (elektrisch);;Ja;;67920008c017c7ba4e84ea14;ATMOS MedizinTechnik GmbH & Co. KG;;;Ja;0124;ATMOS MedizinTechnik GmbH & Co. KG;;I;Ja;
5f7b0711edba93118bea26e2;C 161 Aspirator;;5f7affabedba93118be9d108;Absauggerät (elektrisch);;Ja;;67920008c017c7ba4e84ea14;ATMOS MedizinTechnik GmbH & Co. KG;;;Ja;0124;ATMOS MedizinTechnik GmbH & Co. KG;;I;Ja;
5f7b0715edba93118bea271a;C 161 Battery;;63a539803dfb31000f431493;Absauggerät (elektrisch, mid);;Ja;;67920008c017c7ba4e84ea14;ATMOS MedizinTechnik GmbH & Co. KG;;;Ja;0124;ATMOS MedizinTechnik GmbH & Co. KG;;I;Ja;
5f7b0712edba93118bea26ea;C 261 Aspirator;;5f7affabedba93118be9d108;Absauggerät (elektrisch);;Ja;;67920008c017c7ba4e84ea14;ATMOS MedizinTechnik GmbH & Co. KG;;;Ja;0124;ATMOS MedizinTechnik GmbH & Co. KG;;I;Ja;
5f7b0713edba93118bea2708;C 341 Battery;;5f7affabedba93118be9d108;Absauggerät (elektrisch);;Ja;;67920008c017c7ba4e84ea14;ATMOS MedizinTechnik GmbH & Co. KG;;;Ja;0124;ATMOS MedizinTechnik GmbH & Co. KG;;I;Ja;
5f7b0713edba93118bea26ff;C 361;;63a539803dfb31000f431493;Absauggerät (elektrisch, mid);;Ja;;67920008c017c7ba4e84ea14;ATMOS MedizinTechnik GmbH & Co. KG;;;Ja;0124;ATMOS MedizinTechnik GmbH & Co. KG;;I;Ja;
5f7b0716edba93118bea2729;C 401;;63a539803dfb31000f431493;Absauggerät (elektrisch, mid);;Ja;;67920008c017c7ba4e84ea14;ATMOS MedizinTechnik GmbH & Co. KG;;;Ja;;ATMOS MedizinTechnik GmbH & Co. KG;;I;Ja;
5f7b0714edba93118bea270c;C 451;;5f7affabedba93118be9d108;Absauggerät (elektrisch);;Ja;;67920008c017c7ba4e84ea14;ATMOS MedizinTechnik GmbH & Co. KG;;;Ja;0459;ATMOS MedizinTechnik GmbH & Co. KG;;I;Ja;
61cbcf4275ce870009394e9c;C-MAC - 8404 ACX;;5f7affb4edba93118be9d11f;Endoskop, Laryngoskop (Video), Spatel;;Ja;;5d3ae809a159c577ac4b826e;KARL STORZ GmbH & Co. KG;;;Ja;;KARL STORZ GmbH & Co. KG;;I;Ja;04048551441909
62c4ef427f06c60009826905;C-MAC - 8404 ZX;;5f7b002eedba93118be9d250;Endoskop, Laryngoskop (Video), Monitor;;Ja;;5d3ae809a159c577ac4b826e;KARL STORZ GmbH & Co. KG;;;Ja;;KARL STORZ GmbH & Co. KG;;I;Ja;04048551432778
5f7b07e7edba93118bea32a1;C-Screen 200;;5f7b002dedba93118be9d24c;Langzeit, BD-Aufnahme;;Ja;;5d3ae849a159c577fd9b72bb;custo med GmbH;;;Ja;0297;custo med GmbH;2;I;Ja;
5f7b0718edba93118bea2748;C1-5-D;;5f7affb5edba93118be9d120;Ultraschallsonde;;Ja;;5d3ae85ca159c577fd9b7375;GE Healthcare Ultraschall Deutschland GmbH;;;Ja;0459;GE Healthcare Ultraschall Deutschland GmbH;;I;Ja;00840682110082
5f7b0718edba93118bea2753;C1-5-RS;;5f7affb5edba93118be9d120;Ultraschallsonde;;Ja;;5d3ae85ca159c577fd9b7375;GE Healthcare Ultraschall Deutschland GmbH;;;Ja;0459;GE Healthcare Ultraschall Deutschland GmbH;;I;Ja;00840682110952
5f7b0718edba93118bea2751;C1-6-D;;5f7affb5edba93118be9d120;Ultraschallsonde;;Ja;;5d3ae85ca159c577fd9b7375;GE Healthcare Ultraschall Deutschland GmbH;;;Ja;0459;GE Healthcare Ultraschall Deutschland GmbH;;I;Ja;00840682112390
5f7b071cedba93118bea2786;C2 Nerve Monitor;;5f7affdfedba93118be9d186;Stimulationsgerät, Nerven;;Ja;;64b653cbf5fc38000e51c9ec;inomed Medizintechnik GmbH;;;Ja;0297;inomed Medizintechnik GmbH;1;II;Ja;04250307610228
5f7b0719edba93118bea2760;C251;;5f7affb5edba93118be9d120;Ultraschallsonde;;Ja;;64b6539af5fc38000e51c331;Hitachi Medical Systems Deutschland GmbH;;;Ja;0459;Hitachi Medical Systems Deutschland GmbH;;I;Ja;04562122958158
5f7b0712edba93118bea26ee;C3110;;5f7affbfedba93118be9d13b;Videokamerasystem;;Ja;;5d3ae86aa159c577fd9b7400;ConMed Linvatec Deutschland GmbH;;;Ja;;ConMed Linvatec Deutschland GmbH;;I;Ja;
6900cf3f36c3e1e993d35621;CA4-10M;;5f7affb5edba93118be9d120;Ultraschallsonde;;Ja;;64b653b8f5fc38000e51c77e;Samsung Medison Co., Ltd.;;;Ja;;Samsung Electronic GmbH;;I;Ja;
5f7b0725edba93118bea280c;CADD-PCA Modell Solis 2110;;5f7b004dedba93118be9d29b;Infusionspumpe, PCA;;Ja;;64b6ce0916691d0024550a58;Smiths Medical;;;Ja;0473;Smiths Medical Deutschland GmbH;1;II;Ja;15019517154863
5f7b072aedba93118bea284a;CAM USB-Interface AT;;5f7b004cedba93118be9d29a;EKG (Gerät/System), Verstärker;;Ja;;5d3ae844a159c577fd9b728d;GE Healthcare GmbH;;;Ja;0459;GE Healthcare GmbH;;I;Ja;00840682109673
5f7b0728edba93118bea282d;CAM-14;;5f7b004cedba93118be9d29a;EKG (Gerät/System), Verstärker;;Ja;;67c094a75f266a1bc3687e1e;GE Medical Systems Information Technologies, Inc.;;;Ja;0459;GE Healthcare GmbH;;I;Ja;00195278421449
606fb6dc355626017edd730d;CARDIOVIT AT-102 G2;;5f7affc4edba93118be9d148;EKG (Gerät/System);;Ja;;5d3ae86aa159c577fd9b7403;Schiller Medizintechnik GmbH;;;Ja;0123;Schiller Medizintechnik GmbH;;I;Ja;07613365001860
618c9c06b61ef22192347fe1;CARESCAPE VC150;;5f7afff2edba93118be9d1b7;Pat.-Überw., Monitor Kompakt;;Ja;;64b6cdc916691d00245509ec;GE Healthcare Finland Oy;;;Ja;0598;GE Medical Systems Information Technologies GmbH;2;I;Ja;00840682117722
5f7b074fedba93118bea2a4a;CBTB-012B;;5f7affafedba93118be9d112;Röntgen, Tisch;;Ja;;64b653bff5fc38000e51c872;TOSHIBA Medical Systems GmbH;;;Ja;;Canon Medical Systems GmbH;;I;Ja;
5f7b0750edba93118bea2a5e;CBTB-019A/A;;5f7affafedba93118be9d112;Röntgen, Tisch;;Ja;;64b653bff5fc38000e51c872;TOSHIBA Medical Systems GmbH;;;Ja;;Canon Medical Systems GmbH;;I;Ja;
5f7b0751edba93118bea2a6a;CBTB-033A/2A;;5f7affafedba93118be9d112;Röntgen, Tisch;;Ja;;64b653bff5fc38000e51c872;TOSHIBA Medical Systems GmbH;;;Ja;;Canon Medical Systems GmbH;;I;Ja;
67dc6d9398d1c288c0b1e83a;CEM-530;;5f7b002cedba93118be9d249;Tonometer, Augen;;Ja;;687c112f5c3947286838f0a5;NIDEK Co., Ltd.;;;Ja;;OCULUS Optikgeräte GmbH;2;I;Ja;
5f7b0769edba93118bea2bc7;CF-H190L;;5f7affddedba93118be9d182;Endoskop, Coloskop (Video);;Ja;;64b653b0f5fc38000e51c62c;Olympus Medical Systems Corp.;;;Ja;0197;Olympus Optical Co. GmbH;;I;Ja;
5f7b076eedba93118bea2c15;CGGI-016A Gantry;;5f7affb8edba93118be9d128;Röntgen, Gantry CT;;Ja;;64b653bff5fc38000e51c872;TOSHIBA Medical Systems GmbH;;;Ja;0197;Canon Medical Systems GmbH;;I;Ja;
5f7b076dedba93118bea2c0c;CGGI-021A Gantry;;5f7affb8edba93118be9d128;Röntgen, Gantry CT;;Ja;;64b653bff5fc38000e51c872;TOSHIBA Medical Systems GmbH;;;Ja;0197;Canon Medical Systems GmbH;;I;Ja;
5f7b076eedba93118bea2c1b;CGGI-022A Gantry;;5f7affb8edba93118be9d128;Röntgen, Gantry CT;;Ja;;64b653bff5fc38000e51c872;TOSHIBA Medical Systems GmbH;;;Ja;0197;Canon Medical Systems GmbH;;I;Ja;
62d6b5cff5e693000fc993c0;CH5-2;;5f7affb5edba93118be9d120;Ultraschallsonde;;Ja;;5d3ae807a159c577ac4b825b;Siemens Healthcare GmbH;;;Ja;;Siemens Healthcare GmbH;;I;Ja;
5f7b0782edba93118bea2d4c;CKCN-009A;;5f7b0012edba93118be9d209;Röntgen, Bildspeicher;;Ja;;64b653bff5fc38000e51c872;TOSHIBA Medical Systems GmbH;;;Ja;;Canon Medical Systems GmbH;;I;Ja;
5f7b0792edba93118bea2e2e;CLV-S190;;5f7affa7edba93118be9d0fe;Kaltlichtgerät;;Ja;;64b653b0f5fc38000e51c62c;Olympus Medical Systems Corp.;;;Ja;;Olympus Optical Co. GmbH;;I;Ja;
68a5e70bde8a1bb0b94604c1;CO2 Injector;;5f7b00b0edba93118be9d39a;Hochdruckinjectionsspritze;;Ja;;68a5e70bde8a1bb0b94604c2;Angiodroid Srl;;;Ja;1936;Angiodroid Srl;1;II;Ja;
68d6a34580e67aacf6703423;COCOON CWS 5000;;5f7b00b8edba93118be9d3ad;Wärmetherapiegerät;;Ja;;68d6a34580e67aacf6703424;Care Essentials Pty Ltd.;;;Ja;0805;Barkey GmbH & Co. KG;;I;Ja;
5f7b07c3edba93118bea30de;CORE 2 Console;;5f7affb1edba93118be9d116;Steuereinheit, chirurgisches Antriebssystem;;Ja;;5d3ae95aa159c577fd9b7cf4;Stryker GmbH & Co. KG;;;Ja;0197;Stryker GmbH & Co. KG;1;II;Ja;07613327298505
5f7b07ccedba93118bea3156;CP 3501;;5f7affd1edba93118be9d163;Kühlschrank, Labor;;Ja;;64b653a3f5fc38000e51c478;Liebherr-International Deutschland GmbH;;;Ja;;Liebherr-International Deutschland GmbH;;I;Ja;
5f7b07d1edba93118bea318d;CP-500;;5f7b007fedba93118be9d31b;Sehzeichenprojektor;;Ja;;67bdef6b87b107ff53cc6947;Rexxam Co., Ltd.;;;Ja;;bon Optic Vertriebsges. mbH;;I;Ja;
5f7b07d3edba93118bea31ab;CP-670 Sehzeichenprojektor;;5f7b007fedba93118be9d31b;Sehzeichenprojektor;;Ja;;687c112f5c3947286838f0a5;NIDEK Co., Ltd.;;;Ja;;OCULUS Optikgeräte GmbH;;I;Ja;
5f7b07d6edba93118bea31d5;CP-690 Sehzeichenprojektor;;5f7b007fedba93118be9d31b;Sehzeichenprojektor;;Ja;;687c112f5c3947286838f0a5;NIDEK Co., Ltd.;;;Ja;;OCULUS Optikgeräte GmbH;;I;Ja;
5f7b07cfedba93118bea317e;CP-770 Sehzeichenprojektor;;5f7b007fedba93118be9d31b;Sehzeichenprojektor;;Ja;;687c112f5c3947286838f0a5;NIDEK Co., Ltd.;;;Ja;;OCULUS Optikgeräte GmbH;;I;Ja;
5f7b07e5edba93118bea328c;CSR-9344M;;5f7affc3edba93118be9d144;Röntgen, Röhrenschutzgehäuse;;Ja;;64b653bff5fc38000e51c872;TOSHIBA Medical Systems GmbH;;;Ja;;Canon Medical Systems GmbH;;I;Ja;
5f7b07e6edba93118bea3298;CSRX-9144MD-H;;5f7affc3edba93118be9d144;Röntgen, Röhrenschutzgehäuse;;Ja;;64b653bff5fc38000e51c872;TOSHIBA Medical Systems GmbH;;;Ja;;Canon Medical Systems GmbH;;I;Ja;
68ef82006583c9357826ba0c;CSUS8000;;5f7b00aeedba93118be9d393;Chirurgiegerät, Ultraschall (US);;Ja;;68ef81fc6583c9357826ba09;Reach Surgical.Inc.;;;Ja;0197;MDSS GmbH;1;II;Ja;
5f7b07e6edba93118bea3295;CT 2051;;5f7b0080edba93118be9d31f;Kühlschrank;;Ja;;64b653a3f5fc38000e51c478;Liebherr-International Deutschland GmbH;;;Ja;;Liebherr-International Deutschland GmbH;;I;Ja;
5f7b07e7edba93118bea32a6;CT 2841;;5f7b0080edba93118be9d31f;Kühlschrank;;Ja;;64b653a3f5fc38000e51c478;Liebherr-International Deutschland GmbH;;;Ja;;Liebherr-International Deutschland GmbH;;I;Ja;
5f7b07eaedba93118bea32d3;CTO-10A;;5f7affdbedba93118be9d17c;Labor, Ofen;;Ja;;64b653bbf5fc38000e51c7e2;Shimadzu Deutschland GmbH;;;Ja;;Shimadzu Deutschland GmbH;;I;Ja;
5f7b07ebedba93118bea32e2;CTP 3223;;5f7b0080edba93118be9d31f;Kühlschrank;;Ja;;64b653a3f5fc38000e51c478;Liebherr-International Deutschland GmbH;;;Ja;;Liebherr-International Deutschland GmbH;;I;Ja;
5f7b07ebedba93118bea32d6;CU-BE;;5f7b0001edba93118be9d1dc;Durchflussmesser;;Ja;;65bcb43b4b60dd0e34d897a3;WEINMANN Emergency Medical Technology GmbH + Co. KG;;;Ja;;WEINMANN Emergency Medical Technology GmbH + Co. KG;;I;Ja;
68d2676680e67aacf66fc40a;CX21LEDFS1;;63a5397f2872dd000e6309c5;Mikroskop, Labor;;Ja;;64b6cfde16691d0024550d09;Olympus Corporation;;;Ja;;Olympus Deutschland GmbH;;I;Ja;
67ebac782cc6aaf1d8a95834;CX23LEDRFS1;;5f7affaaedba93118be9d106;Mikroskop;;Ja;;64b6cfde16691d0024550d09;Olympus Corporation;;;Ja;;Evident Corporation;;I;Ja;
67ebb85db5fdf30bac98cf70;CX31RBSF;;5f7affaaedba93118be9d106;Mikroskop;;Ja;;64b6cfde16691d0024550d09;Olympus Corporation;;;Ja;;Olympus Deutschland GmbH;;I;Ja;
67ff818d0654473d50117ec0;CX43RF;;5f7affaaedba93118be9d106;Mikroskop;;Ja;;64b6cfde16691d0024550d09;Olympus Corporation;;;Ja;;Olympus Deutschland GmbH;;;Ja;
5f7b0802edba93118bea340d;CXB-400 C/1A;;5f7affa8edba93118be9d0ff;Röntgen, Röhre;;Ja;;64b653bff5fc38000e51c872;TOSHIBA Medical Systems GmbH;;;Ja;;Canon Medical Systems GmbH;;I;Ja;
5f7b07feedba93118bea33d9;CXB-500 B/1A;;5f7affa8edba93118be9d0ff;Röntgen, Röhre;;Ja;;64b653bff5fc38000e51c872;TOSHIBA Medical Systems GmbH;;;Ja;;Canon Medical Systems GmbH;;I;Ja;
5f7b07ffedba93118bea33e3;CXB-750D/1A;;5f7affa8edba93118be9d0ff;Röntgen, Röhre;;Ja;;64b653bff5fc38000e51c872;TOSHIBA Medical Systems GmbH;;;Ja;;Canon Medical Systems GmbH;;I;Ja;
5f7b07feedba93118bea33cf;CXXG-015A/1A;;5f7affa8edba93118be9d100;Röntgen, Generator;;Ja;;64b653bff5fc38000e51c872;TOSHIBA Medical Systems GmbH;;;Ja;;Canon Medical Systems GmbH;;I;Ja;
5f7b0727edba93118bea2825;Callis;;5f7affe0edba93118be9d188;Ergometer, Laufband;;Ja;;66ce23e5d38ef6b4f45eba5f;Sprintex Trainingsgeräte GmbH;;;Ja;;Sprintex Trainingsgeräte GmbH;;I;Ja;
66b4c4f369ce36da34927f23;Carbon 600;;5f7affbeedba93118be9d138;Operationstisch, Zubehör;;Ja;;64b65384f5fc38000e51bfa6;Baxter Medical Systems GmbH & Co. KG;;;Ja;;Baxter Medical Systems GmbH & Co. KG;;I;Ja;
5fbce864fa2bdde7f42e50a0;Carbon FloatLine V;;5f7affc2edba93118be9d143;Operationstisch, Tischplatte;;Ja;;64b65384f5fc38000e51bfa6;Baxter Medical Systems GmbH & Co. KG;;;Ja;;Hillrom;;I;Ja;
5f7b072dedba93118bea2873;Carbon X-TRA 7500;;5f7affc2edba93118be9d143;Operationstisch, Tischplatte;;Ja;;64b65384f5fc38000e51bfa6;Baxter Medical Systems GmbH & Co. KG;;;Ja;;Hillrom;;I;Ja;
5f7b0731edba93118bea289d;CardiMax FX-8322;;5f7affc4edba93118be9d148;EKG (Gerät/System);;Ja;;64b65393f5fc38000e51c21c;Fukuda Denshi Co., Ltd.;;;Ja;0086;Fukuda Denshi Co., Ltd.;;I;Ja;
607109a20e6791017cdb6be5;CardiMax FX-8400;;5f7affc4edba93118be9d148;EKG (Gerät/System);;Ja;;64b65393f5fc38000e51c21c;Fukuda Denshi Co., Ltd.;;;Ja;0086;Fukuda Denshi Co., Ltd.;;I;Ja;
681c9cf6d4f93e81b7592be2;CardiSuny C110;;5f7affc4edba93118be9d148;EKG (Gerät/System);;Ja;;64b65393f5fc38000e51c21c;Fukuda Denshi Co., Ltd.;;;Ja;;Fukuda Denshi Co., Ltd.;;I;Ja;
5f7b0734edba93118bea28c8;CardioDay;;5f7b0073edba93118be9d2fe;Langzeit, EKG/BD-Auswertung;;Ja;;64b65395f5fc38000e51c260;GETEMED Medizin- und Informationstechnik AG;;;Ja;0197;GETEMED Medizin- und Informationstechnik AG;;I;Ja;
5f7b0735edba93118bea28de;CardioExpress SL 12;;5f7affc4edba93118be9d148;EKG (Gerät/System);;Ja;;5d3ae8e8a159c577fd9b78ca;Spacelabs Healthcare GmbH;;;Ja;;Spacelabs Healthcare GmbH;;I;Ja;
5f7b0735edba93118bea28d1;CardioExpress SL 6;;5f7affc4edba93118be9d148;EKG (Gerät/System);;Ja;;5d3ae8e8a159c577fd9b78ca;Spacelabs Healthcare GmbH;;;Ja;0123;Spacelabs Healthcare GmbH;;I;Ja;
5f7b073cedba93118bea2937;CardioLink CL 1000;;5f7b0047edba93118be9d28e;Software, EDV, medizinisch;;Ja;;64b65395f5fc38000e51c260;GETEMED Medizin- und Informationstechnik AG;;;Ja;;GETEMED Medizin- und Informationstechnik AG;;I;Ja;
5e00d6aea159c594448bbb26;CardioMem CM 3000 ZSM;;5f7b0071edba93118be9d2f7;Langzeit, EKG-Aufnahme;;Ja;;64b65395f5fc38000e51c260;GETEMED Medizin- und Informationstechnik AG;;;Ja;0197;GETEMED Medizin- und Informationstechnik AG;;I;Ja;
5f7b073fedba93118bea2956;CardioRec - Aufnahme;;5f7b0071edba93118be9d2f7;Langzeit, EKG-Aufnahme;;Ja;;64b6537ef5fc38000e51beaf;AD Analog Digital Elektronik GmbH;;;Ja;0123;AD Analog Digital Elektronik GmbH;;I;Ja;
5f7b073cedba93118bea2938;CardioRec;;5f7b0073edba93118be9d2fd;Langzeit, EKG-Auswertung;;Ja;;64b6537ef5fc38000e51beaf;AD Analog Digital Elektronik GmbH;;;Ja;0123;AD Analog Digital Elektronik GmbH;;I;Ja;
5f7b0737edba93118bea28f8;Cardiolife AED-3100;;5f7b003eedba93118be9d277;Defibrillator, AED;;Ja;;64b653aef5fc38000e51c5f2;Nihon Kohden Corporation;;;Ja;0086;Nihon Kohden Deutschland GmbH;1;II;Ja;04931921127384
5f7b0741edba93118bea2977;Cardiovit FT-1;;5f7affc4edba93118be9d148;EKG (Gerät/System);;Ja;;5d3ae86aa159c577fd9b7403;Schiller Medizintechnik GmbH;;;Ja;0123;Schiller Medizintechnik GmbH;;I;Ja;07613365002867
5f7b0743edba93118bea2994;Cardisuny - Alpha 1000;;5f7affc4edba93118be9d148;EKG (Gerät/System);;Ja;;64b65393f5fc38000e51c21c;Fukuda Denshi Co., Ltd.;;;Ja;;Fukuda Denshi Co., Ltd.;;I;Ja;
5f7b0745edba93118bea29ab;Carescape Monitor B450;;5f7b008fedba93118be9d344;Pat.-Überw., Monitor;;Ja;;64b65395f5fc38000e51c25d;GE Medical Systems Information Technologies GmbH;;;Ja;0537;GE Medical Systems Information Technologies GmbH;1;II;Ja;00840682105224
5f7b0746edba93118bea29ca;Carescape Monitor B650;;5f7b008fedba93118be9d344;Pat.-Überw., Monitor;;Ja;;64b65395f5fc38000e51c25d;GE Medical Systems Information Technologies GmbH;;;Ja;;GE Medical Systems Information Technologies GmbH;1;II;Ja;00840682142021
68e511389bb9f01aff48df6d;Cassettes Trim;;5f7affbaedba93118be9d12f;Labor, Laborgerät;;Ja;;68d6a33b80e67aacf670341b;Weinkauf Medizintechnik;;;Ja;;Weinkauf Medizintechnik;;I;Ja;
5f7b0763edba93118bea2b60;Ceramotherm 3100;;5f7affacedba93118be9d109;Wärmestrahler;;Ja;;64b653c8f5fc38000e51c97e;Weyer GmbH;;;Ja;0197;Weyer GmbH;;I;Ja;04251424400433
5f7b0770edba93118bea2c36;Chair 31 P;;5f7affaaedba93118be9d105;Untersuchungsstuhl (elektrisch);;Ja;;67920008c017c7ba4e84ea14;ATMOS MedizinTechnik GmbH & Co. KG;;;Ja;;ATMOS MedizinTechnik GmbH & Co. KG;;I;Ja;
5f7b076eedba93118bea2c1f;Chair 41 Gyne;;5f7affaaedba93118be9d105;Untersuchungsstuhl (elektrisch);;Ja;;67920008c017c7ba4e84ea14;ATMOS MedizinTechnik GmbH & Co. KG;;;Ja;;ATMOS MedizinTechnik GmbH & Co. KG;;I;Ja;
5f7b076fedba93118bea2c2b;Chair E 2;;5f7affaaedba93118be9d105;Untersuchungsstuhl (elektrisch);;Ja;;67920008c017c7ba4e84ea14;ATMOS MedizinTechnik GmbH & Co. KG;;;Ja;;ATMOS MedizinTechnik GmbH & Co. KG;;I;Ja;
5f7b076fedba93118bea2c2f;Chair M 2;;5f7affaaedba93118be9d105;Untersuchungsstuhl (elektrisch);;Ja;;67920008c017c7ba4e84ea14;ATMOS MedizinTechnik GmbH & Co. KG;;;Ja;0124;ATMOS MedizinTechnik GmbH & Co. KG;;I;Ja;
5f7b0771edba93118bea2c47;Chattanooga Montane;;5f7affa6edba93118be9d0fa;Liege, Patientenliege (elektrisch);;Ja;;64b653aff5fc38000e51c61a;ORMED GmbH;;;Ja;;ORMED GmbH;;I;Ja;
5f7b0771edba93118bea2c49;Chemomat WE;;5f7b003fedba93118be9d279;Inhalationsgerät (elektrisch);;Ja;;65bcb43b4b60dd0e34d897a3;WEINMANN Emergency Medical Technology GmbH + Co. KG;;;Ja;;WEINMANN Emergency Medical Technology GmbH + Co. KG;;I;Ja;
5f7b077aedba93118bea2ce0;ChromoVision 1C;;5f7affbfedba93118be9d13b;Videokamerasystem;;Ja;;64b6cd9516691d0024550999;Berchtold GmbH & Co. KG;;;Ja;;Stryker GmbH & Co. KG;;I;Ja;
5f7b0787edba93118bea2d8a;Clean Air CB/C4E;;5f7b0062edba93118be9d2d3;Zytostatikawerkbank;;Ja;;64b6538af5fc38000e51c0a3;Clean Air GmbH;;;Ja;;Clean Air GmbH;;I;Ja;
5f7b078bedba93118bea2dc5;Clinic WinData;;5f7b0079edba93118be9d30d;Software, Dokumentation;;Ja;;64b6538ff5fc38000e51c175;E&L medical systems GmbH;;;Ja;;E&L medical systems GmbH;;I;Ja;
5f7b07a2edba93118bea2f19;CoaguChek Pro II;;5f7b000fedba93118be9d201;Labor, Koagulometer;;Ja;;5d3ae84da159c577fd9b72e2;Roche Diagnostics Deutschland GmbH;;;Ja;;Roche Diagnostics Deutschland GmbH;;I;Ja;04015630943296
5f7b07b5edba93118bea3024;Compact X;;5f7affbaedba93118be9d12d;Labor, Analysegerät;;Ja;;689af73215be9882d092ab05;Organon Teknika N.V.;;;Ja;;Organon Teknika N.V.;;I;Ja;
5f7b07b5edba93118bea302e;Compact-Cart;;5f7affdbedba93118be9d17b;Gerätewagen;;Ja;;64b6539cf5fc38000e51c375;ITD GmbH;;;Ja;;ITD GmbH;;I;Ja;04056634057930
5f7b07baedba93118bea3064;Compella P7800A;;607594180e6791017cdbbee6;Bett (elektrisch);;Ja;;64b6cd8016691d0024550985;Völker GmbH;;;Ja;0086;Völker GmbH;;I;Ja;
606fb7ab0e6791017cdb6b5e;ConductOR;;5f7affeaedba93118be9d1a2;Videokonverter;;Ja;;64b653adf5fc38000e51c5b7;NDS Surgical Imaging, LLC.;;;Ja;;NDS European Offices;;I;Ja;
616f85809410b100092be79b;Connected OR HUB;;5f7affe9edba93118be9d19f;Patientendokumentationssystem;;Ja;;5d3ae95aa159c577fd9b7cf4;Stryker GmbH & Co. KG;;;Ja;;Stryker GmbH & Co. KG;;I;Ja;07613327413281
5f7b07bdedba93118bea3091;Connex ProBP 3400;;5f7affdeedba93118be9d184;Blutdruckmessgerät (elektrisch);;Ja;;64b653c8f5fc38000e51c970;Welch Allyn GmbH & Co. KG;;;Ja;0297;Welch Allyn GmbH & Co. KG;2;I;Ja;00732094236873
63c0c95128e5e8000e058e9e;Consona N9;;607594ac355626017eddc768;Ultraschalldiagnosegerät (mid);;Ja;;64b653bbf5fc38000e51c7dd;Shenzhen Mindray Bio-Medical Electronics Co., Ltd.;;;Ja;0123;Mindray Medical Germany GmbH;;I;Ja;06903053012898
61205e2c91939400091b7191;Cuff Controller;;5f7b007fedba93118be9d31c;Messgerät, Druck;;Ja;;5d3ae859a159c577fd9b735d;VBM Medizintechnik GmbH;;;Ja;0123;VBM Medizintechnik GmbH;;I;Ja;14250105600510
5fbce863fa2bdde7f42e5092;CuratOR EX2721;;5f7b00adedba93118be9d390;Monitor (Allgemein), TFT;;Ja;;64b6cf5216691d0024550c2c;EIZO Nanao Corporation;;;Ja;;KARL STORZ GmbH & Co. KG;;I;Ja;04995047053118
68de84879bb9f01aff48341d;CuratOR EX4342;;5f7b00adedba93118be9d390;Monitor (Allgemein), TFT;;Ja;;64b65390f5fc38000e51c182;EIZO Europe GmbH;;;Ja;;EIZO Europe GmbH;;I;Ja;
5f7b07f1edba93118bea3331;Curve Dual Display;;5f7b0081edba93118be9d321;Navigationssystem, OP, Zubehör;;Ja;;64b653abf5fc38000e51c55d;Medtronic - Sofamor Danek Deggendorf GmbH;;;Ja;0123;BrainLAB Sales GmbH;;I;Ja;
5f7b07f5edba93118bea336c;Custo Box;;5f7b0073edba93118be9d2fd;Langzeit, EKG-Auswertung;;Ja;;5d3ae849a159c577fd9b72bb;custo med GmbH;;;Ja;;custo med GmbH;;I;Ja;
5f7b07f4edba93118bea3358;Custo Card-M;;5f7affc4edba93118be9d148;EKG (Gerät/System);;Ja;;5d3ae849a159c577fd9b72bb;custo med GmbH;;;Ja;0297;custo med GmbH;;I;Ja;
5f7b07f3edba93118bea334e;Custo Cardio 100;;5f7affc4edba93118be9d148;EKG (Gerät/System);;Ja;;5d3ae849a159c577fd9b72bb;custo med GmbH;;;Ja;0297;custo med GmbH;;I;Ja;
67dbee2998d1c288c0b1e263;Custo Cardio 110;;5f7affc4edba93118be9d148;EKG (Gerät/System);;Ja;;5d3ae849a159c577fd9b72bb;custo med GmbH;;;Ja;0123;custo med GmbH;;I;Ja;
5f7b07f2edba93118bea3341;Custo Cardio 130;;5f7affc4edba93118be9d148;EKG (Gerät/System);;Ja;;5d3ae849a159c577fd9b72bb;custo med GmbH;;;Ja;0297;custo med GmbH;;I;Ja;
5f7b07f2edba93118bea3343;Custo Cardio 200;;5f7affc4edba93118be9d148;EKG (Gerät/System);;Ja;;5d3ae849a159c577fd9b72bb;custo med GmbH;;;Ja;0297;custo med GmbH;;I;Ja;
5f7b07f1edba93118bea3337;Custo Cardio 400;;5f7affc4edba93118be9d148;EKG (Gerät/System);;Ja;;5d3ae849a159c577fd9b72bb;custo med GmbH;;;Ja;0123;custo med GmbH;;I;Ja;04050202840245
